video_record_time,test_point_code,x,y
2024-05-09 14:50:18.479479,hn_02-08,1131.266,834.37
2024-05-09 14:50:24.538538,hn_02-08,1131.155,834.798
2024-05-09 14:50:26.534534,hn_02-08,1131.239,834.404
2024-05-09 14:50:38.979700,hn_02-08,1131.32,834.474
2024-05-09 14:50:40.242242,hn_02-08,1131.378,834.598
2024-05-09 14:50:43.212212,hn_02-08,1131.204,834.614
2024-05-09 14:51:34.857857,hn_02-08,1131.202,834.576
2024-05-09 14:51:40.701701,hn_02-08,1131.243,834.544
2024-05-09 14:51:41.546546,hn_02-08,1131.023,834.547
2024-05-09 14:51:42.366366,hn_02-08,1131.239,834.378
2024-05-09 14:51:43.138138,hn_02-08,1131.151,834.078
2024-05-09 14:51:43.931931,hn_02-08,1131.109,834.876
2024-05-09 14:51:44.692692,hn_02-08,1131.18,834.944
2024-05-09 14:51:45.437437,hn_02-08,1131.164,834.911
2024-05-09 14:51:46.236236,hn_02-08,1131.103,834.84
2024-05-09 14:51:47.027027,hn_02-08,1131.146,834.797
2024-05-09 14:51:47.857857,hn_02-08,1131.137,835.076
2024-05-09 14:51:48.672672,hn_02-08,1131.25,834.444
2024-05-09 14:51:49.466466,hn_02-08,1131.234,834.898
2024-05-09 14:51:50.278278,hn_02-08,1131.068,834.758
2024-05-09 14:51:51.083083,hn_02-08,1131.166,834.831
2024-05-09 14:51:51.924924,hn_02-08,1131.215,834.627
2024-05-09 14:51:52.703703,hn_02-08,1131.19,834.754
2024-05-09 14:51:53.497497,hn_02-08,1131.232,834.575
2024-05-09 14:51:54.323323,hn_02-08,1131.03,834.694
2024-05-09 14:51:55.141400,hn_02-08,1131.119,834.684
2024-05-09 14:51:55.969969,hn_02-08,1131.198,834.849
2024-05-09 14:51:56.777700,hn_02-08,1131.059,834.75
2024-05-09 14:51:57.585800,hn_02-08,1131.094,834.763
2024-05-09 14:51:58.403403,hn_02-08,1131.129,834.708
2024-05-09 14:51:59.202202,hn_02-08,1131.211,834.76
2024-05-09 14:52:00.039039,hn_02-08,1131.156,834.573
2024-05-09 14:52:00.834834,hn_02-08,1131.16,834.888
2024-05-09 14:52:01.658658,hn_02-08,1131.159,834.556
2024-05-09 14:52:02.478478,hn_02-08,1130.998,834.567
2024-05-09 14:52:03.283283,hn_02-08,1131.265,834.341
2024-05-09 14:52:04.090900,hn_02-08,1131.222,834.944
2024-05-09 14:52:04.883883,hn_02-08,1131.083,834.731
2024-05-09 14:52:05.675675,hn_02-08,1131.145,835.016
2024-05-09 14:52:06.488488,hn_02-08,1131.162,834.604
2024-05-09 14:52:07.295295,hn_02-08,1131.237,834.626
2024-05-09 14:52:08.149149,hn_02-08,1131.175,834.53
2024-05-09 14:52:08.969600,hn_02-08,1131.19,834.89
2024-05-09 14:52:09.797900,hn_02-08,1131.042,834.578
2024-05-09 14:52:10.579579,hn_02-08,1131.221,834.625
2024-05-09 14:52:11.387387,hn_02-08,1131.06,834.756
2024-05-09 14:52:12.254254,hn_02-08,1131.107,834.584
2024-05-09 14:52:13.053053,hn_02-08,1131.232,834.317
2024-05-09 14:52:13.894894,hn_02-08,1131.253,834.556
2024-05-09 14:52:14.682682,hn_02-08,1130.939,834.624
2024-05-09 14:52:15.482482,hn_02-08,1131.027,834.998
2024-05-09 14:52:16.332332,hn_02-08,1131.216,834.85
2024-05-09 14:52:17.131131,hn_02-08,1131.135,834.909
2024-05-09 14:52:17.986986,hn_02-08,1131.021,834.762
2024-05-09 14:52:18.791791,hn_02-08,1131.161,834.353
2024-05-09 14:52:19.585585,hn_02-08,1131.109,834.575
2024-05-09 14:52:20.422422,hn_02-08,1131.272,834.45
2024-05-09 14:52:21.221221,hn_02-08,1130.92,834.686
2024-05-09 14:52:22.033033,hn_02-08,1131.145,834.599
2024-05-09 14:52:22.851851,hn_02-08,1131.166,834.622
2024-05-09 14:52:23.656656,hn_02-08,1131.326,834.38
2024-05-09 14:52:24.456456,hn_02-08,1131.249,834.561
2024-05-09 14:52:25.241241,hn_02-08,1131.236,833.974
2024-05-09 14:52:26.071071,hn_02-08,1130.965,834.242
