video_record_time,test_point_code,x,y
2024-04-17 17:00:28.366366,hn_03-19,1766.064,1718.176
2024-04-17 17:00:35.889889,hn_03-19,1766.404,1718.381
2024-04-17 17:00:43.519519,hn_03-19,1766.348,1718.18
2024-04-17 17:00:51.295295,hn_03-19,1766.378,1718.25
2024-04-17 17:00:59.138138,hn_03-19,1766.036,1718.267
2024-04-17 17:01:06.775775,hn_03-19,1767.019,1718.406
2024-04-17 17:01:14.442442,hn_03-19,1766.374,1718.382
2024-04-17 17:01:22.028028,hn_03-19,1765.274,1718.508
2024-04-17 17:01:29.642642,hn_03-19,1766.593,1718.614
2024-04-17 17:01:37.318318,hn_03-19,1766.6,1718.656
2024-04-17 17:01:44.998998,hn_03-19,1766.188,1718.517
2024-04-17 17:01:52.663663,hn_03-19,1766.297,1718.7
2024-04-17 17:02:00.267267,hn_03-19,1767.025,1718.923
2024-04-17 17:02:07.918918,hn_03-19,1766.169,1718.9
2024-04-17 17:02:15.605605,hn_03-19,1766.168,1719.074
2024-04-17 17:02:23.215215,hn_03-19,1766.013,1718.713
2024-04-17 17:02:30.864864,hn_03-19,1766.413,1718.827
2024-04-17 17:02:38.437437,hn_03-19,1766.256,1718.695
2024-04-17 17:02:46.092092,hn_03-19,1766.181,1718.412
2024-04-17 17:02:53.738738,hn_03-19,1766.496,1718.578
2024-04-17 17:03:01.368368,hn_03-19,1766.304,1718.592
2024-04-17 17:03:08.956956,hn_03-19,1765.982,1718.499
2024-04-17 17:03:16.519519,hn_03-19,1766.661,1718.525
2024-04-17 17:03:24.139139,hn_03-19,1766.388,1718.739
2024-04-17 17:03:32.841841,hn_03-19,1766.434,1718.687
2024-04-17 17:03:40.489489,hn_03-19,1766.285,1718.727
2024-04-17 17:03:48.107107,hn_03-19,1766.388,1718.816
2024-04-17 17:03:55.692692,hn_03-19,1766.665,1718.701
2024-04-17 17:04:03.316316,hn_03-19,1766.288,1718.631
2024-04-17 17:04:10.899899,hn_03-19,1766.747,1718.607
2024-04-17 17:04:18.763763,hn_03-19,1766.113,1718.518
2024-04-17 17:04:26.444444,hn_03-19,1766.03,1718.509
2024-04-17 17:04:34.008008,hn_03-19,1766.826,1718.725
2024-04-17 17:04:41.652652,hn_03-19,1766.244,1718.696
2024-04-17 17:04:49.387387,hn_03-19,1766.064,1718.651
2024-04-17 17:04:57.139139,hn_03-19,1766.267,1718.702
2024-04-17 17:05:04.709709,hn_03-19,1766.124,1718.791
2024-04-17 17:05:12.614614,hn_03-19,1766.195,1718.765
2024-04-17 17:05:20.252252,hn_03-19,1765.894,1718.778
2024-04-17 17:05:27.999900,hn_03-19,1765.521,1718.627
2024-04-17 17:05:35.586586,hn_03-19,1766.117,1718.735
2024-04-17 17:05:43.327327,hn_03-19,1766.128,1718.898
2024-04-17 17:05:50.952952,hn_03-19,1765.968,1718.733
2024-04-17 17:05:58.671671,hn_03-19,1766.358,1719.088
2024-04-17 17:06:06.408408,hn_03-19,1766.47,1718.858
2024-04-17 17:06:14.196196,hn_03-19,1766.225,1718.843
2024-04-17 17:06:22.007007,hn_03-19,1765.28,1718.704
2024-04-17 17:06:29.636636,hn_03-19,1765.888,1718.861
2024-04-17 17:06:37.378378,hn_03-19,1766.678,1719.026
2024-04-17 17:06:45.335335,hn_03-19,1766.217,1718.862
2024-04-17 17:06:53.111100,hn_03-19,1766.379,1719.149
2024-04-17 17:07:00.826826,hn_03-19,1767.187,1719.122
2024-04-17 17:07:08.421421,hn_03-19,1766.602,1718.935
2024-04-17 17:07:16.234234,hn_03-19,1766.149,1718.908
2024-04-17 17:07:23.909909,hn_03-19,1766.215,1718.966
2024-04-17 17:07:31.635635,hn_03-19,1765.772,1718.966
2024-04-17 17:07:39.336336,hn_03-19,1766.504,1719.016
2024-04-17 17:07:47.010100,hn_03-19,1766.273,1719.089
2024-04-17 17:07:55.389389,hn_03-19,1766.477,1719.007
2024-04-17 17:08:03.453453,hn_03-19,1765.914,1719.062
