video_record_time,test_point_code,x,y
2024-04-17 17:00:28.366366,hn_03-24,384.843,1684.195
2024-04-17 17:00:35.889889,hn_03-24,383.945,1685.302
2024-04-17 17:00:43.519519,hn_03-24,383.61,1684.497
2024-04-17 17:00:51.295295,hn_03-24,383.577,1684.396
2024-04-17 17:00:59.138138,hn_03-24,384.146,1684.495
2024-04-17 17:01:06.775775,hn_03-24,384.547,1684.547
2024-04-17 17:01:14.442442,hn_03-24,384.352,1684.846
2024-04-17 17:01:22.028028,hn_03-24,384.089,1685.384
2024-04-17 17:01:29.642642,hn_03-24,384.984,1684.721
2024-04-17 17:01:37.318318,hn_03-24,385.221,1684.702
2024-04-17 17:01:44.998998,hn_03-24,385.329,1685.016
2024-04-17 17:01:52.663663,hn_03-24,384.46,1685.137
2024-04-17 17:02:00.267267,hn_03-24,384.823,1685.622
2024-04-17 17:02:07.918918,hn_03-24,383.823,1686.347
2024-04-17 17:02:15.605605,hn_03-24,384.201,1686.094
2024-04-17 17:02:23.215215,hn_03-24,385.278,1685.765
2024-04-17 17:02:30.864864,hn_03-24,384.306,1685.397
2024-04-17 17:02:38.437437,hn_03-24,383.978,1685.628
2024-04-17 17:02:46.092092,hn_03-24,384.547,1685.243
2024-04-17 17:02:53.738738,hn_03-24,383.977,1685.522
2024-04-17 17:03:01.368368,hn_03-24,385.134,1685.693
2024-04-17 17:03:08.956956,hn_03-24,383.954,1685.853
2024-04-17 17:03:16.519519,hn_03-24,384.421,1685.64
2024-04-17 17:03:24.139139,hn_03-24,384.208,1685.712
2024-04-17 17:03:32.841841,hn_03-24,384.044,1685.833
2024-04-17 17:03:40.489489,hn_03-24,384.284,1686.498
2024-04-17 17:03:48.107107,hn_03-24,384.781,1686.215
2024-04-17 17:03:55.692692,hn_03-24,383.621,1685.517
2024-04-17 17:04:03.316316,hn_03-24,384.129,1686.446
2024-04-17 17:04:10.899899,hn_03-24,384.725,1686.004
2024-04-17 17:04:18.763763,hn_03-24,384.899,1685.197
2024-04-17 17:04:26.444444,hn_03-24,384.585,1685.489
2024-04-17 17:04:34.008008,hn_03-24,384.208,1685.161
2024-04-17 17:04:41.652652,hn_03-24,384.673,1685.422
2024-04-17 17:04:49.387387,hn_03-24,385.21,1685.335
2024-04-17 17:04:57.139139,hn_03-24,384.47,1685.786
2024-04-17 17:05:04.709709,hn_03-24,384.82,1685.986
2024-04-17 17:05:12.614614,hn_03-24,384.185,1685.627
2024-04-17 17:05:20.252252,hn_03-24,384.383,1686.031
2024-04-17 17:05:27.999900,hn_03-24,384.968,1685.777
2024-04-17 17:05:35.586586,hn_03-24,384.711,1685.322
2024-04-17 17:05:43.327327,hn_03-24,384.027,1685.883
2024-04-17 17:05:50.952952,hn_03-24,384.015,1686.341
2024-04-17 17:05:58.671671,hn_03-24,383.561,1686.382
2024-04-17 17:06:06.408408,hn_03-24,384.064,1685.895
2024-04-17 17:06:14.196196,hn_03-24,384.866,1685.401
2024-04-17 17:06:22.007007,hn_03-24,383.884,1686.407
2024-04-17 17:06:29.636636,hn_03-24,385.186,1685.911
2024-04-17 17:06:37.378378,hn_03-24,383.922,1686.304
2024-04-17 17:06:45.335335,hn_03-24,383.875,1685.994
2024-04-17 17:06:53.111100,hn_03-24,382.896,1687.189
2024-04-17 17:07:00.826826,hn_03-24,385.231,1685.898
2024-04-17 17:07:08.421421,hn_03-24,384.867,1686.288
2024-04-17 17:07:16.234234,hn_03-24,384.272,1685.715
2024-04-17 17:07:23.909909,hn_03-24,384.27,1686.226
2024-04-17 17:07:31.635635,hn_03-24,384.111,1686.934
2024-04-17 17:07:39.336336,hn_03-24,384.679,1686.146
2024-04-17 17:07:47.010100,hn_03-24,384.451,1686.458
2024-04-17 17:07:55.389389,hn_03-24,383.682,1686.774
2024-04-17 17:08:03.453453,hn_03-24,384.242,1686.362
