video_record_time,test_point_code,x,y
2024-04-17 17:00:28.366366,hn_03-03,377.89,1775.161
2024-04-17 17:00:35.889889,hn_03-03,377.655,1775.084
2024-04-17 17:00:43.519519,hn_03-03,377.721,1775.229
2024-04-17 17:00:51.295295,hn_03-03,377.693,1775.219
2024-04-17 17:00:59.138138,hn_03-03,378.034,1775.074
2024-04-17 17:01:06.775775,hn_03-03,377.957,1775.193
2024-04-17 17:01:14.442442,hn_03-03,378.494,1775.946
2024-04-17 17:01:22.028028,hn_03-03,378.436,1775.829
2024-04-17 17:01:29.642642,hn_03-03,378.626,1775.862
2024-04-17 17:01:37.318318,hn_03-03,378.475,1775.932
2024-04-17 17:01:44.998998,hn_03-03,378.831,1775.997
2024-04-17 17:01:52.663663,hn_03-03,378.425,1775.368
2024-04-17 17:02:00.267267,hn_03-03,378.713,1775.917
2024-04-17 17:02:07.918918,hn_03-03,378.718,1776.314
2024-04-17 17:02:15.605605,hn_03-03,378.648,1776.171
2024-04-17 17:02:23.215215,hn_03-03,378.559,1775.944
2024-04-17 17:02:30.864864,hn_03-03,378.656,1775.958
2024-04-17 17:02:38.437437,hn_03-03,378.581,1775.976
2024-04-17 17:02:46.092092,hn_03-03,378.717,1775.783
2024-04-17 17:02:53.738738,hn_03-03,378.731,1775.898
2024-04-17 17:03:01.368368,hn_03-03,378.661,1776.018
2024-04-17 17:03:08.956956,hn_03-03,378.491,1775.372
2024-04-17 17:03:16.519519,hn_03-03,378.876,1776.006
2024-04-17 17:03:24.139139,hn_03-03,378.874,1776.242
2024-04-17 17:03:32.841841,hn_03-03,378.613,1775.357
2024-04-17 17:03:40.489489,hn_03-03,378.741,1775.888
2024-04-17 17:03:48.107107,hn_03-03,378.717,1775.783
2024-04-17 17:03:55.692692,hn_03-03,378.75,1776.117
2024-04-17 17:04:03.316316,hn_03-03,378.816,1775.915
2024-04-17 17:04:10.899899,hn_03-03,378.685,1775.913
2024-04-17 17:04:18.763763,hn_03-03,379.066,1776.371
2024-04-17 17:04:26.444444,hn_03-03,378.815,1775.884
2024-04-17 17:04:34.008008,hn_03-03,378.703,1776.008
2024-04-17 17:04:41.652652,hn_03-03,378.823,1775.829
2024-04-17 17:04:49.387387,hn_03-03,378.589,1775.876
2024-04-17 17:04:57.139139,hn_03-03,378.848,1775.943
2024-04-17 17:05:04.709709,hn_03-03,378.823,1775.856
2024-04-17 17:05:12.614614,hn_03-03,378.674,1776.126
2024-04-17 17:05:20.252252,hn_03-03,378.784,1776.074
2024-04-17 17:05:27.999900,hn_03-03,378.84,1776.021
2024-04-17 17:05:35.586586,hn_03-03,378.918,1776.032
2024-04-17 17:05:43.327327,hn_03-03,378.841,1776.296
2024-04-17 17:05:50.952952,hn_03-03,378.775,1776.162
2024-04-17 17:05:58.671671,hn_03-03,378.725,1776.063
2024-04-17 17:06:06.408408,hn_03-03,378.955,1776.13
2024-04-17 17:06:14.196196,hn_03-03,378.73,1776.022
2024-04-17 17:06:22.007007,hn_03-03,378.879,1776.056
2024-04-17 17:06:29.636636,hn_03-03,378.722,1775.908
2024-04-17 17:06:37.378378,hn_03-03,379.12,1776.355
2024-04-17 17:06:45.335335,hn_03-03,378.831,1775.954
2024-04-17 17:06:53.111100,hn_03-03,378.917,1776.257
2024-04-17 17:07:00.826826,hn_03-03,378.897,1776.09
2024-04-17 17:07:08.421421,hn_03-03,378.935,1776.219
2024-04-17 17:07:16.234234,hn_03-03,378.954,1776.197
2024-04-17 17:07:23.909909,hn_03-03,378.829,1776.175
2024-04-17 17:07:31.635635,hn_03-03,378.851,1776.205
2024-04-17 17:07:39.336336,hn_03-03,379.185,1776.512
2024-04-17 17:07:47.010100,hn_03-03,379.021,1776.494
2024-04-17 17:07:55.389389,hn_03-03,379.055,1776.33
2024-04-17 17:08:03.453453,hn_03-03,379.145,1776.132
