video_record_time,test_point_code,x,y
2024-01-25 15:27:21.222222,hn_02-17,2210.5,838.5
2024-01-25 15:27:28.525200,hn_02-17,2210.5,838.5
2024-01-25 15:27:35.872872,hn_02-17,2215.471,838.187
2024-01-25 15:27:43.538538,hn_02-17,2215.422,838.416
2024-01-25 15:27:50.939300,hn_02-17,2215.285,838.346
2024-01-25 15:27:58.282800,hn_02-17,2215.319,838.386
2024-01-25 15:28:05.911911,hn_02-17,2215.315,838.295
2024-01-25 15:28:13.386386,hn_02-17,2215.359,838.401
2024-01-25 15:28:20.990000,hn_02-17,2215.294,838.319
2024-01-25 15:28:28.440000,hn_02-17,2215.286,838.359
2024-01-25 15:28:35.993993,hn_02-17,2215.282,838.345
2024-01-25 15:28:43.611611,hn_02-17,2215.298,838.391
2024-01-25 15:28:51.006006,hn_02-17,2215.314,838.271
2024-01-25 15:28:58.597597,hn_02-17,2215.338,838.235
2024-01-25 15:29:06.176176,hn_02-17,2215.27,838.374
2024-01-25 15:29:13.727200,hn_02-17,2215.293,838.156
2024-01-25 15:29:21.306306,hn_02-17,2215.348,838.273
2024-01-25 15:29:28.658658,hn_02-17,2215.308,838.216
2024-01-25 15:29:36.005005,hn_02-17,2215.383,838.189
2024-01-25 15:29:43.353500,hn_02-17,2215.309,838.262
2024-01-25 15:29:50.854854,hn_02-17,2215.296,838.285
2024-01-25 15:29:58.234234,hn_02-17,2215.368,838.197
2024-01-25 15:30:05.829829,hn_02-17,2215.368,838.146
2024-01-25 15:30:13.432432,hn_02-17,2215.288,838.243
2024-01-25 15:30:20.816816,hn_02-17,2215.151,838.263
2024-01-25 15:30:28.582582,hn_02-17,2215.317,837.983
2024-01-25 15:30:36.141141,hn_02-17,2215.335,838.286
2024-01-25 15:30:43.554554,hn_02-17,2215.312,838.275
2024-01-25 15:30:50.975975,hn_02-17,2215.281,838.122
2024-01-25 15:30:58.658658,hn_02-17,2215.236,837.939
2024-01-25 15:31:06.039039,hn_02-17,2215.292,838.301
2024-01-25 15:31:13.666600,hn_02-17,2215.249,838.182
2024-01-25 15:31:21.257257,hn_02-17,2215.345,838.17
2024-01-25 15:31:28.869869,hn_02-17,2215.334,837.976
2024-01-25 15:31:36.454454,hn_02-17,2215.346,838.006
2024-01-25 15:31:43.864864,hn_02-17,2215.385,838.311
2024-01-25 15:31:51.303303,hn_02-17,2215.361,838.287
2024-01-25 15:31:58.719719,hn_02-17,2215.386,838.08
2024-01-25 15:32:06.139139,hn_02-17,2215.354,838.01
2024-01-25 15:32:13.507507,hn_02-17,2215.347,837.95
2024-01-25 15:32:20.913913,hn_02-17,2215.207,837.85
2024-01-25 15:32:28.601601,hn_02-17,2215.408,838.197
2024-01-25 15:32:36.242242,hn_02-17,2215.396,838.063
2024-01-25 15:32:43.653653,hn_02-17,2215.402,838.019
2024-01-25 15:32:51.050500,hn_02-17,2215.37,837.985
2024-01-25 15:32:58.419419,hn_02-17,2215.347,837.944
2024-01-25 15:33:06.096096,hn_02-17,2215.315,837.788
2024-01-25 15:33:13.484484,hn_02-17,2215.249,837.585
2024-01-25 15:33:20.888800,hn_02-17,2215.34,838.282
2024-01-25 15:33:28.517517,hn_02-17,2215.296,838.349
2024-01-25 15:33:36.066066,hn_02-17,2215.361,838.152
2024-01-25 15:33:43.472472,hn_02-17,2215.198,838.547
2024-01-25 15:33:50.885885,hn_02-17,2214.853,838.412
2024-01-25 15:33:58.537537,hn_02-17,2215.29,838.156
2024-01-25 15:34:06.186186,hn_02-17,2215.317,837.883
2024-01-25 15:34:13.791791,hn_02-17,2215.365,838.234
2024-01-25 15:34:21.243243,hn_02-17,2215.307,838.335
2024-01-25 15:34:28.862862,hn_02-17,2215.269,838.319
2024-01-25 15:34:36.298298,hn_02-17,2215.312,838.186
2024-01-25 15:34:43.983983,hn_02-17,2215.199,838.123
2024-01-25 15:34:51.631631,hn_02-17,2215.149,838.273
2024-01-25 15:34:59.040400,hn_02-17,2215.215,838.191
2024-01-25 15:35:06.506506,hn_02-17,2215.219,838.056
2024-01-25 15:35:14.138138,hn_02-17,2215.297,838.192
2024-01-25 15:35:21.694694,hn_02-17,2215.308,837.965
2024-01-25 15:35:29.074074,hn_02-17,2215.239,838.234
2024-01-25 15:35:36.667667,hn_02-17,2215.176,838.493
2024-01-25 15:35:44.332332,hn_02-17,2215.246,838.111
2024-01-25 15:35:52.166166,hn_02-17,2215.271,838.313
2024-01-25 15:35:59.626200,hn_02-17,2215.125,838.246
2024-01-25 15:36:07.175175,hn_02-17,2215.176,838.402
2024-01-25 15:36:14.959500,hn_02-17,2215.096,838.303
2024-01-25 15:36:22.785785,hn_02-17,2215.094,838.338
2024-01-25 15:36:30.507507,hn_02-17,2215.14,838.106
2024-01-25 15:36:37.945945,hn_02-17,2215.098,838.352
2024-01-25 15:36:45.787787,hn_02-17,2215.098,838.2
2024-01-25 15:36:53.396396,hn_02-17,2215.193,838.217
2024-01-25 15:37:00.994994,hn_02-17,2215.039,838.245
2024-01-25 15:37:08.601601,hn_02-17,2215.275,838.444
2024-01-25 15:37:16.332332,hn_02-17,2215.107,838.199
2024-01-25 15:37:24.213213,hn_02-17,2215.184,838.227
2024-01-25 15:37:31.927927,hn_02-17,2215.191,838.039
2024-01-25 15:37:39.614614,hn_02-17,2215.151,838.432
2024-01-25 15:37:47.188188,hn_02-17,2215.197,838.127
2024-01-25 15:37:54.792792,hn_02-17,2215.141,838.207
2024-01-25 15:38:02.556556,hn_02-17,2215.148,838.635
2024-01-25 15:38:10.262262,hn_02-17,2215.377,838.202
2024-01-25 15:38:18.040400,hn_02-17,2215.136,838.437
2024-01-25 15:38:25.887887,hn_02-17,2215.081,838.189
2024-01-25 15:38:33.511511,hn_02-17,2215.273,838.345
2024-01-25 15:38:41.376376,hn_02-17,2215.351,838.325
2024-01-25 15:38:49.080800,hn_02-17,2215.299,838.362
2024-01-25 15:38:56.979979,hn_02-17,2215.095,838.366
2024-01-25 15:39:04.602602,hn_02-17,2215.254,838.56
2024-01-25 15:39:12.292292,hn_02-17,2215.068,838.336
2024-01-25 15:39:20.109109,hn_02-17,2215.225,838.343
2024-01-25 15:39:27.829829,hn_02-17,2215.273,838.432
2024-01-25 15:39:35.536536,hn_02-17,2215.279,838.36
2024-01-25 15:39:43.145145,hn_02-17,2215.24,838.233
2024-01-25 15:39:50.839839,hn_02-17,2215.244,838.665
2024-01-25 15:39:58.704704,hn_02-17,2215.045,838.34
2024-01-25 15:40:06.231231,hn_02-17,2215.245,838.379
2024-01-25 15:40:13.728728,hn_02-17,2215.258,838.651
2024-01-25 15:40:21.252252,hn_02-17,2215.295,838.807
2024-01-25 15:40:28.611611,hn_02-17,2215.221,838.386
2024-01-25 15:40:36.103103,hn_02-17,2215.24,838.465
2024-01-25 15:40:43.648648,hn_02-17,2215.042,838.302
2024-01-25 15:40:51.161161,hn_02-17,2215.294,838.474
2024-01-25 15:40:58.593593,hn_02-17,2215.245,838.523
2024-01-25 15:41:06.797797,hn_02-17,2215.297,838.672
2024-01-25 15:41:14.345345,hn_02-17,2215.261,838.479
2024-01-25 15:41:21.818100,hn_02-17,2215.288,838.635
2024-01-25 15:41:29.287287,hn_02-17,2215.022,838.844
2024-01-25 15:41:36.749749,hn_02-17,2215.152,838.777
2024-01-25 15:41:44.209209,hn_02-17,2215.158,838.529
2024-01-25 15:17:40.598598,hn_02-17,2215.246,838.425
2024-01-25 15:17:48.037037,hn_02-17,2215.192,838.373
2024-01-25 15:17:55.625625,hn_02-17,2215.165,838.358
2024-01-25 15:18:03.079079,hn_02-17,2215.182,838.489
2024-01-25 15:18:10.599599,hn_02-17,2215.098,838.62
2024-01-25 15:18:18.324324,hn_02-17,2215.267,838.509
2024-01-25 15:18:26.161600,hn_02-17,2215.189,838.465
2024-01-25 15:18:33.785785,hn_02-17,2215.131,838.374
2024-01-25 15:18:41.242400,hn_02-17,2215.149,838.368
2024-01-25 15:18:48.698698,hn_02-17,2215.173,838.228
2024-01-25 15:18:56.299299,hn_02-17,2215.385,838.622
2024-01-25 15:19:03.947947,hn_02-17,2215.15,838.794
2024-01-25 15:19:11.581581,hn_02-17,2215.107,838.686
2024-01-25 15:19:19.151500,hn_02-17,2215.266,838.216
2024-01-25 15:19:26.686800,hn_02-17,2215.086,838.748
2024-01-25 15:19:34.292292,hn_02-17,2215.186,838.919
2024-01-25 15:19:41.975975,hn_02-17,2215.165,838.748
2024-01-25 15:19:49.639639,hn_02-17,2215.108,838.659
2024-01-25 15:19:57.284284,hn_02-17,2215.133,838.386
2024-01-25 15:20:04.733733,hn_02-17,2215.156,838.637
2024-01-25 15:20:12.338338,hn_02-17,2215.12,838.659
2024-01-25 15:20:19.896896,hn_02-17,2215.147,838.828
2024-01-25 15:20:27.583583,hn_02-17,2215.179,838.75
2024-01-25 15:20:34.999999,hn_02-17,2215.157,838.501
2024-01-25 15:20:42.616100,hn_02-17,2215.153,838.646
2024-01-25 15:20:50.053053,hn_02-17,2215.144,838.412
2024-01-25 15:20:57.447447,hn_02-17,2215.364,838.759
2024-01-25 15:21:04.844844,hn_02-17,2215.332,838.823
2024-01-25 15:21:12.487487,hn_02-17,2215.429,838.566
2024-01-25 15:21:20.204204,hn_02-17,2215.384,838.832
2024-01-25 15:21:27.615615,hn_02-17,2215.308,838.944
2024-01-25 15:21:35.247247,hn_02-17,2215.354,838.698
2024-01-25 15:21:42.624624,hn_02-17,2215.372,838.542
2024-01-25 15:21:50.328328,hn_02-17,2215.147,838.472
2024-01-25 15:21:57.717100,hn_02-17,2215.314,838.793
2024-01-25 15:22:05.109109,hn_02-17,2215.225,838.503
2024-01-25 15:22:12.527527,hn_02-17,2215.182,838.405
2024-01-25 15:22:19.911911,hn_02-17,2215.207,838.657
2024-01-25 15:22:27.287287,hn_02-17,2215.151,838.461
2024-01-25 15:22:34.696696,hn_02-17,2215.161,838.488
2024-01-25 15:22:42.104104,hn_02-17,2215.2,839.018
2024-01-25 15:22:49.505505,hn_02-17,2215.18,838.349
2024-01-25 15:22:56.892892,hn_02-17,2215.102,838.623
2024-01-25 15:23:04.321321,hn_02-17,2215.154,838.514
2024-01-25 15:23:11.722722,hn_02-17,2215.123,838.733
2024-01-25 15:23:19.158158,hn_02-17,2215.118,838.713
2024-01-25 15:23:26.589589,hn_02-17,2215.057,838.644
2024-01-25 15:23:34.096096,hn_02-17,2215.081,838.64
2024-01-25 15:23:41.505505,hn_02-17,2215.294,838.607
2024-01-25 15:23:48.886886,hn_02-17,2215.183,838.224
2024-01-25 15:23:56.266266,hn_02-17,2215.128,838.436
2024-01-25 15:24:03.695695,hn_02-17,2215.302,838.743
2024-01-25 15:24:11.292900,hn_02-17,2215.114,838.56
2024-01-25 15:24:18.733733,hn_02-17,2215.11,838.389
2024-01-25 15:24:26.205205,hn_02-17,2215.279,838.576
2024-01-25 15:24:33.949949,hn_02-17,2215.328,838.569
2024-01-25 15:24:41.358358,hn_02-17,2215.088,838.426
2024-01-25 15:24:49.007007,hn_02-17,2215.102,838.404
2024-01-25 15:24:56.446446,hn_02-17,2215.108,838.556
2024-01-25 15:25:03.919919,hn_02-17,2215.1,838.553
2024-01-25 15:25:11.389389,hn_02-17,2215.089,838.335
2024-01-25 15:25:19.079079,hn_02-17,2215.15,838.435
2024-01-25 15:25:26.774774,hn_02-17,2215.285,838.436
2024-01-25 15:25:34.215215,hn_02-17,2215.34,838.481
2024-01-25 15:25:41.643643,hn_02-17,2215.371,838.447
2024-01-25 15:25:49.111100,hn_02-17,2215.303,838.392
2024-01-25 15:25:56.836836,hn_02-17,2215.351,838.405
2024-01-25 15:26:04.266266,hn_02-17,2215.366,838.379
2024-01-25 15:26:11.746746,hn_02-17,2215.364,838.394
2024-01-25 15:26:19.205205,hn_02-17,2215.342,838.292
2024-01-25 15:26:27.033033,hn_02-17,2215.31,838.577
2024-01-25 15:26:34.488488,hn_02-17,2215.319,838.459
2024-01-25 15:26:42.216216,hn_02-17,2215.377,838.313
2024-01-25 15:26:49.664664,hn_02-17,2215.329,838.263
2024-01-25 15:26:57.091091,hn_02-17,2215.328,838.395
2024-01-25 15:27:04.815815,hn_02-17,2215.314,838.515
2024-01-25 15:27:12.289289,hn_02-17,2215.283,838.476
2024-01-25 15:27:19.934934,hn_02-17,2215.361,838.383
2024-01-25 15:27:27.374374,hn_02-17,2215.329,838.413
2024-01-25 15:27:34.817817,hn_02-17,2215.357,838.337
2024-01-25 15:27:42.286286,hn_02-17,2215.331,838.586
2024-01-25 15:27:49.698698,hn_02-17,2215.293,838.504
2024-01-25 15:27:57.317317,hn_02-17,2215.049,838.312
2024-01-25 15:28:04.999999,hn_02-17,2215.283,838.296
2024-01-25 15:28:12.856856,hn_02-17,2215.316,838.493
2024-01-25 15:28:20.272272,hn_02-17,2215.318,838.298
2024-01-25 15:28:27.745745,hn_02-17,2215.331,837.947
2024-01-25 15:28:35.419419,hn_02-17,2215.383,838.336
2024-01-25 15:28:42.898900,hn_02-17,2215.339,838.135
2024-01-25 15:28:50.587587,hn_02-17,2215.425,838.298
2024-01-25 15:28:58.035035,hn_02-17,2215.306,838.561
2024-01-25 15:29:05.911911,hn_02-17,2215.476,838.264
2024-01-25 15:29:13.656656,hn_02-17,2215.419,838.225
2024-01-25 15:29:21.075075,hn_02-17,2215.43,838.42
2024-01-25 15:29:28.553553,hn_02-17,2215.358,838.225
2024-01-25 15:29:36.344344,hn_02-17,2215.384,838.298
2024-01-25 15:29:44.090900,hn_02-17,2215.365,838.37
2024-01-25 15:29:51.914914,hn_02-17,2215.338,838.357
2024-01-25 15:29:59.347347,hn_02-17,2215.369,838.385
2024-01-25 15:30:07.108108,hn_02-17,2215.39,838.497
2024-01-25 15:30:14.896896,hn_02-17,2215.322,838.424
2024-01-25 15:30:22.334334,hn_02-17,2215.328,838.258
2024-01-25 15:30:29.748748,hn_02-17,2215.344,838.268
2024-01-25 15:30:37.222222,hn_02-17,2215.323,838.347
2024-01-25 15:30:45.195195,hn_02-17,2215.28,838.629
2024-01-25 15:30:52.664664,hn_02-17,2215.163,838.397
2024-01-25 15:31:00.070700,hn_02-17,2215.175,838.451
2024-01-25 15:31:07.652652,hn_02-17,2215.099,838.399
2024-01-25 15:31:15.434434,hn_02-17,2215.086,838.413
2024-01-25 15:31:23.198198,hn_02-17,2215.064,838.644
2024-01-25 15:31:30.624624,hn_02-17,2215.049,838.663
2024-01-25 15:31:38.053053,hn_02-17,2215.188,838.106
2024-01-25 15:31:45.466466,hn_02-17,2215.098,838.128
2024-01-25 15:31:52.877877,hn_02-17,2215.125,838.707
2024-01-25 15:32:00.602602,hn_02-17,2215.111,838.391
2024-01-25 15:32:08.000000,hn_02-17,2215.142,838.317
2024-01-25 15:32:15.408408,hn_02-17,2215.093,838.243
2024-01-25 15:32:22.832832,hn_02-17,2215.115,838.812
2024-01-25 15:32:30.406406,hn_02-17,2215.12,838.345
2024-01-25 15:32:38.105105,hn_02-17,2215.048,838.495
2024-01-25 15:32:45.529529,hn_02-17,2215.067,837.966
2024-01-25 15:32:53.232232,hn_02-17,2214.974,838.212
2024-01-25 15:33:00.674674,hn_02-17,2215.127,838.273
2024-01-25 15:33:08.494494,hn_02-17,2215.358,838.542
2024-01-25 15:33:15.947947,hn_02-17,2215.074,838.342
2024-01-25 15:33:23.389389,hn_02-17,2215.194,838.373
2024-01-25 15:33:31.905905,hn_02-17,2215.248,837.885
2024-01-25 15:33:39.353500,hn_02-17,2215.323,838.42
2024-01-25 15:33:47.089089,hn_02-17,2215.08,838.406
2024-01-25 15:33:54.545400,hn_02-17,2215.164,838.387
2024-01-25 15:34:02.122122,hn_02-17,2215.051,838.31
2024-01-25 15:34:09.893893,hn_02-17,2215.193,838.422
2024-01-25 15:34:17.537537,hn_02-17,2215.06,838.386
2024-01-25 15:34:25.296296,hn_02-17,2215.038,838.34
2024-01-25 15:34:33.078078,hn_02-17,2215.165,838.135
2024-01-25 15:34:40.516516,hn_02-17,2215.138,838.442
2024-01-25 15:34:48.073073,hn_02-17,2215.118,838.16
2024-01-25 15:34:55.813813,hn_02-17,2215.2,838.178
2024-01-25 15:35:03.257257,hn_02-17,2215.205,838.209
