video_record_time,test_point_code,x,y
2024-04-08 15:51:08.548548,hn_03-09,1059.888,1727.431
2024-04-08 15:51:15.678678,hn_03-09,1060.24,1727.721
2024-04-08 15:51:22.776776,hn_03-09,1060.494,1727.794
2024-04-08 15:51:29.853853,hn_03-09,1062.389,1727.906
2024-04-08 15:51:36.903903,hn_03-09,1060.071,1727.804
2024-04-08 15:51:44.017017,hn_03-09,1060.925,1727.792
2024-04-08 15:51:51.093093,hn_03-09,1060.356,1727.832
2024-04-08 15:51:58.166166,hn_03-09,1060.177,1727.879
2024-04-08 15:52:05.247247,hn_03-09,1059.853,1727.931
2024-04-08 15:52:12.293293,hn_03-09,1059.885,1727.923
2024-04-08 15:52:19.352352,hn_03-09,1060.267,1727.855
2024-04-08 15:52:26.427427,hn_03-09,1060.698,1727.792
2024-04-08 15:52:33.519519,hn_03-09,1059.885,1727.923
2024-04-08 15:52:40.658658,hn_03-09,1060.281,1727.859
2024-04-08 15:52:47.793793,hn_03-09,1060.509,1727.836
2024-04-08 15:52:54.934934,hn_03-09,1060.14,1728.009
2024-04-08 15:53:02.072072,hn_03-09,1060.18,1727.88
2024-04-08 15:53:09.151500,hn_03-09,1060.847,1727.804
2024-04-08 15:53:16.263263,hn_03-09,1060.934,1727.887
2024-04-08 15:53:23.355355,hn_03-09,1060.154,1728.0
2024-04-08 15:53:30.423423,hn_03-09,1059.853,1727.931
2024-04-08 15:53:37.499499,hn_03-09,1060.186,1728.024
2024-04-08 15:53:44.606606,hn_03-09,1059.887,1728.06
2024-04-08 15:53:51.735735,hn_03-09,1059.855,1728.056
2024-04-08 15:53:58.837837,hn_03-09,1060.263,1728.24
2024-04-08 15:54:05.958958,hn_03-09,1060.452,1728.257
2024-04-08 15:54:13.083083,hn_03-09,1060.006,1727.997
2024-04-08 15:54:20.198198,hn_03-09,1060.076,1728.033
2024-04-08 15:54:27.316316,hn_03-09,1060.135,1728.008
2024-04-08 15:54:34.417417,hn_03-09,1059.756,1728.075
2024-04-08 15:54:41.521521,hn_03-09,1060.392,1727.825
2024-04-08 15:54:48.609609,hn_03-09,1060.815,1727.812
2024-04-08 15:54:55.713713,hn_03-09,1059.416,1728.202
2024-04-08 15:55:02.784784,hn_03-09,1059.819,1727.939
2024-04-08 15:55:09.904904,hn_03-09,1060.305,1728.322
